puzzle_id,heuristic,time_seconds,backtracks,solved,empty_cells
152,random,0.24942684173583984,45474,True,46
152,mrv,0.004174709320068359,0,True,46
153,sequential,0.0008533000946044922,264,True,44
153,random,0.20728373527526855,36662,True,44
153,mrv,0.004223346710205078,0,True,44
154,sequential,0.00021767616271972656,21,True,49
154,random,0.8571298122406006,152705,True,49
154,mrv,0.004603862762451172,0,True,49
155,sequential,0.0017409324645996094,546,True,48
155,random,0.24568414688110352,44266,True,48
155,mrv,0.004533052444458008,0,True,48
156,sequential,0.00016379356384277344,10,True,46
156,random,0.0002601146697998047,11,True,46
156,mrv,0.003883838653564453,0,True,46
157,sequential,0.0007612705230712891,190,True,48
157,random,0.6801066398620605,122463,True,48
157,mrv,0.004305362701416016,0,True,48
158,sequential,0.0006494522094726562,159,True,45
158,random,0.23030591011047363,41341,True,45
158,mrv,0.004112720489501953,0,True,45
159,sequential,0.00016117095947265625,9,True,46
159,random,0.23598194122314453,42872,True,46
159,mrv,0.004237651824951172,0,True,46
160,sequential,0.0002646446228027344,48,True,48
160,random,0.13420701026916504,23927,True,48
160,mrv,0.004256248474121094,0,True,48
161,sequential,0.00044226646423339844,104,True,45
161,random,0.1183784008026123,20753,True,45
161,mrv,0.004060983657836914,0,True,45
162,sequential,0.00020623207092285156,26,True,46
162,random,0.11918902397155762,21351,True,46
162,mrv,0.003960609436035156,0,True,46
163,sequential,0.000148773193359375,7,True,41
163,random,0.056169748306274414,9906,True,41
163,mrv,0.0040743350982666016,0,True,41
164,sequential,0.0004894733428955078,117,True,45
164,random,0.07289814949035645,12793,True,45
164,mrv,0.003679990768432617,0,True,45
165,sequential,0.00031065940856933594,61,True,46
165,random,0.07832717895507812,14040,True,46
165,mrv,0.00413060188293457,0,True,46
166,sequential,0.0005483627319335938,132,True,47
166,random,0.0062634944915771484,1112,True,47
166,mrv,0.0040280818939208984,0,True,47
167,sequential,0.0004668235778808594,111,True,47
167,random,0.32256007194519043,57668,True,47
167,mrv,0.004387617111206055,0,True,47
168,sequential,0.00015997886657714844,9,True,45
168,random,0.07893490791320801,14175,True,45
168,mrv,0.004274606704711914,0,True,45
169,sequential,0.0009775161743164062,285,True,48
169,random,0.031096696853637695,5535,True,48
169,mrv,0.004319429397583008,0,True,48
170,sequential,0.0007190704345703125,214,True,47
170,random,0.07506632804870605,13352,True,47
170,mrv,0.0042362213134765625,0,True,47
171,sequential,0.0004410743713378906,99,True,45
171,random,0.02032017707824707,3594,True,45
171,mrv,0.004954338073730469,0,True,45
172,sequential,0.0002703666687011719,49,True,48
172,random,0.08076691627502441,14530,True,48
172,mrv,0.0056438446044921875,0,True,48
173,sequential,0.0006389617919921875,180,True,46
173,random,0.016329288482666016,2822,True,46
173,mrv,0.003954172134399414,0,True,46
174,sequential,0.0002758502960205078,47,True,44
174,random,0.23415493965148926,42863,True,44
174,mrv,0.00401759147644043,0,True,44
175,sequential,0.001049041748046875,308,True,45
175,random,0.05908203125,10751,True,45
175,mrv,0.003983259201049805,0,True,45
176,sequential,0.0001709461212158203,16,True,47
176,random,0.07053112983703613,12757,True,47
176,mrv,0.004159212112426758,0,True,47
177,sequential,0.0006849765777587891,186,True,46
177,random,0.10791659355163574,18833,True,46
177,mrv,0.004457235336303711,0,True,46
178,sequential,0.0001659393310546875,7,True,44
178,random,0.017866849899291992,3189,True,44
178,mrv,0.004056692123413086,0,True,44
179,sequential,0.0001957416534423828,26,True,43
179,random,0.024062395095825195,4272,True,43
179,mrv,0.003695964813232422,0,True,43
180,sequential,0.0001537799835205078,7,True,45
180,random,0.01847696304321289,3316,True,45
180,mrv,0.0039751529693603516,0,True,45
181,sequential,0.00033736228942871094,69,True,46
181,random,0.09099745750427246,15949,True,46
181,mrv,0.00406646728515625,0,True,46
182,sequential,0.0001513957977294922,5,True,46
182,random,0.16988062858581543,29900,True,46
182,mrv,0.004453182220458984,0,True,46
183,sequential,0.0004475116729736328,110,True,47
183,random,0.5367364883422852,93343,True,47
183,mrv,0.004235029220581055,0,True,47
184,sequential,0.00043654441833496094,103,True,46
184,random,0.21074771881103516,37885,True,46
184,mrv,0.0037941932678222656,0,True,46
185,sequential,0.00035071372985839844,73,True,47
185,random,0.15427279472351074,27471,True,47
185,mrv,0.0040972232818603516,0,True,47
186,sequential,0.0003235340118408203,68,True,44
186,random,0.06230473518371582,10730,True,44
186,mrv,0.004025697708129883,0,True,44
187,sequential,0.00044465065002441406,96,True,46
187,random,0.03505992889404297,6278,True,46
187,mrv,0.003679513931274414,0,True,46
188,sequential,0.00026345252990722656,41,True,47
188,random,1.1281712055206299,204610,True,47
188,mrv,0.00435328483581543,0,True,47
189,sequential,0.0007636547088623047,206,True,47
189,random,0.15944957733154297,27991,True,47
189,mrv,0.004575252532958984,0,True,47
190,sequential,0.0005130767822265625,107,True,47
190,random,0.06370329856872559,10906,True,47
190,mrv,0.004297733306884766,0,True,47
191,sequential,0.00020360946655273438,23,True,46
191,random,0.10480761528015137,17866,True,46
191,mrv,0.004269123077392578,0,True,46
192,sequential,0.0005307197570800781,131,True,47
192,random,0.8530380725860596,147499,True,47
192,mrv,0.004474163055419922,0,True,47
193,sequential,0.0011315345764160156,334,True,46
193,random,0.18761038780212402,33172,True,46
193,mrv,0.004357576370239258,0,True,46
194,sequential,0.0002429485321044922,34,True,47
194,random,0.0027496814727783203,461,True,47
194,mrv,0.004180908203125,0,True,47
195,sequential,0.00041174888610839844,88,True,48
195,random,0.07732415199279785,13513,True,48
195,mrv,0.004209280014038086,0,True,48
196,sequential,0.00021600723266601562,29,True,46
196,random,0.01291036605834961,2249,True,46
196,mrv,0.003981351852416992,0,True,46
197,sequential,0.00024199485778808594,39,True,44
197,random,0.12253308296203613,22081,True,44
197,mrv,0.0040361881256103516,0,True,44
198,sequential,0.0007176399230957031,180,True,47
198,random,0.22460198402404785,39880,True,47
198,mrv,0.004180431365966797,0,True,47
199,sequential,0.00019288063049316406,23,True,45
199,random,0.037401437759399414,6405,True,45
199,mrv,0.003998517990112305,0,True,45
